ekatte;t_v_m;name;oblast;obstina;kmetstvo;kind;category;altitude;document;tsb;abc
61807;с.;Разлив;SFO;SFO34;SFO34-09;3;6;5;1999;SW;3908
61813;гр.;Разлог;BLG;BLG37;BLG37-00;1;3;7;1999;SW;3909
61830;с.;Разсоха;VTR;VTR14;VTR14-00;3;8;4;1999;N;3910
61844;с.;Райкова могила;HKV;HKV28;HKV28-10;3;7;3;1999;S;3911
61861;с.;Райковци;VTR;VTR04;VTR04-00;3;8;5;1999;N;3912
61875;с.;Райнино;RAZ;RAZ14;RAZ14-17;3;7;4;1999;N;3913
61889;с.;Райново;HKV;HKV09;HKV09-00;3;8;2;1999;S;3914
61892;с.;Райновци;VTR;VTR13;VTR13-00;3;8;6;1999;N;3915
61902;с.;Райновци;GAB;GAB05;GAB05-00;3;8;5;1999;N;3916
61916;с.;Райнушковци;GAB;GAB35;GAB35-00;3;8;6;1999;N;3917
61922;с.;Райово;SFO;SFO39;SFO39-21;3;5;7;1999;SW;3918
61933;с.;Ракево;VRC;VRC21;VRC21-12;3;6;3;1999;NW;3919
61947;с.;Ракиловци;PER;PER22;PER22-00;3;8;6;1999;SW;3920
61950;с.;Ракита;PVN;PVN37;PVN37-08;3;6;3;1999;NW;3921
61964;с.;Ракита;SFO;SFO45;SFO45-00;3;8;7;1999;SW;3922
61978;с.;Ракитна;BLG;BLG44;BLG44-00;3;8;6;1999;SW;3923
61995;с.;Ракитница;SZR;SZR31;SZR31-39;3;7;4;1999;SE;3924
63700;с.;Ракитница;VID;VID06;VID06-07;3;6;1;1999;NW;3925
62004;гр.;Ракитово;PAZ;PAZ24;PAZ24-00;1;4;7;1999;S;3926
62013;с.;Раклиново;BGS;BGS01;BGS01-11;3;7;4;1999;SE;3927
62027;с.;Раклица;BGS;BGS09;BGS09-00;3;8;5;1999;SE;3928
62044;с.;Раковица;VID;VID25;VID25-04;3;6;5;1999;NW;3929
62058;с.;Раково;KNL;KNL31;KNL31-00;3;8;8;1999;SW;3930
62061;с.;Раково;SLV;SLV20;SLV20-00;3;8;6;1999;SE;3931
62075;гр.;Раковски;PDV;PDV25;PDV25-00;1;3;3;1999;S;3932
62089;с.;Раковски;RAZ;RAZ26;RAZ26-14;3;5;4;1999;N;3933
62092;с.;Раковски;DOB;DOB17;DOB17-12;3;7;2;1999;NE;3934
62102;с.;Раковсково;BGS;BGS15;BGS15-05;3;8;3;1999;SE;3935
62116;с.;Ралево;PVN;PVN24;PVN24-19;3;7;4;1999;NW;3936
62120;с.;Ралевци;GAB;GAB35;GAB35-00;3;8;6;1999;N;3937
62133;с.;Ралиновци;VTR;VTR13;VTR13-00;3;8;7;1999;N;3938
62147;с.;Ралица;KRZ;KRZ21;KRZ21-38;3;8;6;1999;S;3939
62164;с.;Ралица;TGV;TGV35;TGV35-34;3;7;3;1999;NE;3940
62178;с.;Раличево;KRZ;KRZ15;KRZ15-55;3;8;6;1999;S;3941
62181;с.;Раненци;KNL;KNL29;KNL29-00;3;8;7;1999;SW;3942
62195;с.;Рани лист;KRZ;KRZ16;KRZ16-29;3;5;6;1999;S;3943
62205;с.;Рани луг;PER;PER51;PER51-00;3;8;7;1999;SW;3944
62219;с.;Расник;PER;PER32;PER32-22;3;6;7;1999;SW;3945
62222;с.;Расово;MON;MON26;MON26-03;3;5;3;1999;NW;3946
62236;с.;Растник;KRZ;KRZ14;KRZ14-33;3;7;5;1999;S;3947
62245;с.;Раховци;GAB;GAB05;GAB05-00;3;8;5;1999;N;3948
62253;с.;Рачевци;GAB;GAB05;GAB05-23;3;8;5;1999;N;3949
62267;с.;Рачовци;GAB;GAB35;GAB35-00;3;8;5;1999;N;3950
62270;с.;Рашевци;VTR;VTR04;VTR04-09;3;8;5;1999;N;3951
62284;с.;Рашка Гращица;KNL;KNL31;KNL31-16;3;7;6;1999;SW;3952
62298;с.;Рашково;SFO;SFO07;SFO07-00;3;7;6;1999;SW;3953
62308;с.;Рашовите;GAB;GAB35;GAB35-00;3;8;6;1999;N;3954
62311;с.;Рашовица;MON;MON02;MON02-07;3;8;5;1999;NW;3955
62325;с.;Раювци;VTR;VTR13;VTR13-00;3;8;5;1999;N;3956
62339;с.;Раяновци;VID;VID01;VID01-00;3;8;5;1999;NW;3957
62342;с.;Раяновци;SFO;SFO16;SFO16-00;3;8;7;1999;SW;3958
62356;с.;Раянци;PER;PER19;PER19-00;3;8;7;1999;SW;3959
62360;с.;Ребревци;VTR;VTR13;VTR13-00;3;8;5;1999;N;3960
62373;с.;Ребро;PER;PER08;PER08-00;3;8;7;1999;SW;3961
62387;с.;Реброво;SFO;SFO43;SFO43-27;3;5;6;1999;SW;3962
62390;с.;Ребърково;VRC;VRC27;VRC27-22;3;6;4;1999;NW;3963
62400;с.;Редешковци;GAB;GAB05;GAB05-00;3;8;5;1999;N;3964
62414;с.;Редина;SFO;SFO43;SFO43-00;3;8;7;1999;SW;3965
17796;с.;Режанци;PER;PER08;PER08-00;3;8;7;1999;SW;3966
62428;с.;Режинци;KNL;KNL29;KNL29-00;3;8;7;1999;SW;3967
62431;с.;Резач;VTR;VTR14;VTR14-06;3;8;6;1999;N;3968
62445;с.;Резбарци;KRZ;KRZ16;KRZ16-30;3;5;5;1999;S;3969
62459;с.;Резово;BGS;BGS13;BGS13-00;3;8;1;1999;SE;3970
62462;с.;Река;SML;SML31;SML31-26;3;7;7;1999;S;3971
62476;с.;Рекичка;VTR;VTR14;VTR14-10;3;8;5;1999;N;3972
62486;с.;Рельово;SFO;SFO39;SFO39-22;3;7;7;1999;SW;3973
62493;с.;Репляна;VID;VID37;VID37-05;3;7;5;1999;NW;3974
62503;с.;Реселец;PVN;PVN37;PVN37-09;3;6;3;1999;NW;3975
62517;с.;Ресен;VTR;VTR04;VTR04-29;3;5;2;1999;N;3976
62520;с.;Ресилово;KNL;KNL41;KNL41-02;3;5;6;1999;SW;3977
62534;с.;Речани;SML;SML31;SML31-01;3;8;8;1999;S;3978
62548;с.;Речица;BGS;BGS18;BGS18-21;3;6;4;1999;SE;3979
62565;с.;Реяновци;PER;PER51;PER51-00;3;8;7;1999;SW;3980
62579;с.;Рибарица;LOV;LOV33;LOV33-11;3;5;6;1999;NW;3981
62582;с.;Рибарица;SFO;SFO18;SFO18-07;3;7;7;1999;SW;3982
54260;с.;Рибарци;KRZ;KRZ02;KRZ02-26;3;8;5;1999;S;3983
62596;с.;Рибен;PVN;PVN10;PVN10-12;3;6;2;1999;NW;3984
62606;с.;Рибен дол;SML;SML02;SML02-00;3;8;6;1999;S;3985
62617;с.;Рибино;KRZ;KRZ15;KRZ15-35;3;8;5;1999;S;3986
62623;с.;Рибник;BLG;BLG33;BLG33-35;3;7;3;1999;SW;3987
62637;с.;Рибница;SML;SML27;SML27-08;3;6;7;1999;S;3988
62640;с.;Рибново;BLG;BLG13;BLG13-12;3;5;8;1999;SW;3989
62654;с.;Ридино;KRZ;KRZ08;KRZ08-14;3;7;5;1999;S;3990
62668;с.;Ридово;KRZ;KRZ16;KRZ16-09;3;8;5;1999;S;3991
62671;гр.;Рила;KNL;KNL38;KNL38-00;1;4;6;1999;SW;3992
62685;ман.;Рилски манастир;KNL;KNL38;KNL38-00;7;8;8;1999;SW;3993
62699;с.;Рилци;BLG;BLG03;BLG03-19;3;5;5;1999;SW;3994
62712;с.;Рисиманово;SZR;SZR27;SZR27-00;3;8;3;1999;SE;3995
62726;с.;Ритя;GAB;GAB12;GAB12-00;3;8;5;1999;N;3996
62732;с.;Риш;SHU;SHU25;SHU25-07;3;6;4;1999;NE;3997
62757;с.;Робово;JAM;JAM25;JAM25-31;3;7;3;1999;SE;3998
62760;с.;Ровина;SML;SML31;SML31-45;3;8;7;1999;S;3999
62774;с.;Рогач;KRZ;KRZ15;KRZ15-36;3;7;5;1999;S;4000
62788;с.;Рогачево;DOB;DOB03;DOB03-13;3;5;3;1999;NE;4001
62791;с.;Роглец;VID;VID33;VID33-06;3;8;3;1999;NW;4002
62801;с.;Рогозари;KRZ;KRZ08;KRZ08-35;3;8;5;1999;S;4003
62815;с.;Рогозен;VRC;VRC35;VRC35-05;3;6;3;1999;NW;4004
62829;с.;Рогозина;DOB;DOB12;DOB12-30;3;7;3;1999;NE;4005
62832;с.;Рогозиново;HKV;HKV33;HKV33-18;3;7;3;1999;S;4006
62846;с.;Рогозче;KRZ;KRZ08;KRZ08-15;3;7;5;1999;S;4007
62858;с.;Рогош;PDV;PDV17;PDV17-13;3;4;3;1999;S;4008
62877;с.;Родина;VTR;VTR14;VTR14-07;3;7;4;1999;N;4009
62880;с.;Родопи;HKV;HKV34;HKV34-29;3;7;3;1999;S;4010
62894;с.;Родопско;KRZ;KRZ02;KRZ02-01;3;8;7;1999;S;4011
62904;с.;Рожден;BGS;BGS18;BGS18-22;3;7;5;1999;SE;4012
63714;с.;Рожденско;KRZ;KRZ08;KRZ08-08;3;8;7;1999;S;4013
62918;с.;Рожен;BLG;BLG40;BLG40-00;3;8;6;1999;SW;4014
62921;с.;Роза;JAM;JAM25;JAM25-32;3;5;3;1999;SE;4015
62935;с.;Розино;HKV;HKV11;HKV11-19;3;8;5;1999;S;4016
62949;с.;Розино;PDV;PDV13;PDV13-22;3;4;6;1999;S;4017
62966;с.;Розовец;PDV;PDV07;PDV07-17;3;7;5;1999;S;4018
62973;с.;Розово;PAZ;PAZ06;PAZ06-06;3;6;6;1999;S;4019
62983;с.;Розово;SZR;SZR12;SZR12-12;3;5;5;1999;SE;4020
62997;гр.;Роман;VRC;VRC32;VRC32-00;1;4;3;1999;NW;4021
63001;с.;Ропот;SFO;SFO09;SFO09-00;3;8;7;1999;SW;4022
63029;с.;Росен;BGS;BGS21;BGS21-14;3;5;2;1999;SE;4023
63032;с.;Росен;PAZ;PAZ19;PAZ19-22;3;6;4;1999;S;4024
63046;с.;Росен;DOB;DOB12;DOB12-00;3;8;3;1999;NE;4025
63055;с.;Росеново;BGS;BGS06;BGS06-00;3;8;3;1999;SE;4026
63063;с.;Росеново;DOB;DOB15;DOB15-52;3;7;4;1999;NE;4027
63077;с.;Росина;TGV;TGV35;TGV35-50;3;7;5;1999;NE;4028
63080;с.;Росица;VTR;VTR22;VTR22-16;3;7;3;1999;N;4029
63094;с.;Росица;DOB;DOB12;DOB12-32;3;6;3;1999;NE;4030
63104;с.;Росица;TGV;TGV22;TGV22-27;3;8;5;1999;NE;4031
63118;с.;Росно;VTR;VTR14;VTR14-00;3;8;2;1999;N;4032
63121;с.;Росоман;SFO;SFO06;SFO06-00;3;8;7;1999;SW;4033
63687;с.;Рохлева;PAZ;PAZ08;PAZ08-13;3;7;8;1999;S;4034
63135;с.;Рояк;VAR;VAR16;VAR16-12;3;7;4;1999;NE;4035
63152;с.;Рударци;PER;PER32;PER32-16;3;5;7;1999;SW;4036
63166;с.;Рудина;BGS;BGS18;BGS18-23;3;7;5;1999;SE;4037
63170;с.;Рудина;KRZ;KRZ16;KRZ16-85;3;7;4;1999;S;4038
63197;с.;Рудник;VAR;VAR13;VAR13-12;3;6;3;1999;NE;4039
63207;гр.;Рудозем;SML;SML27;SML27-00;1;4;6;1999;S;4040
63210;с.;Руевци;GAB;GAB35;GAB35-00;3;8;6;1999;N;4041
63224;с.;Руен;BGS;BGS18;BGS18-00;3;4;3;1999;SE;4042
63238;с.;Руен;PDV;PDV42;PDV42-02;3;7;5;1999;S;4043
63241;с.;Руец;TGV;TGV35;TGV35-35;3;6;4;1999;NE;4044
63255;с.;Ружинци;VID;VID33;VID33-00;3;5;3;1999;NW;4045
63269;с.;Ружица;SHU;SHU21;SHU21-12;3;7;5;1999;NE;4046
63272;с.;Ружица;JAM;JAM03;JAM03-00;3;8;4;1999;SE;4047
63286;с.;Руйно;SLS;SLS10;SLS10-20;3;6;4;1999;N;4048
63296;с.;Руйчовци;GAB;GAB05;GAB05-00;3;8;6;1999;N;4049
63301;с.;Руманя;SZR;SZR31;SZR31-00;3;8;4;1999;SE;4050
63313;с.;Румелия;HKV;HKV18;HKV18-13;3;8;4;1999;S;4051
63327;с.;Румянцево;LOV;LOV19;LOV19-09;3;6;3;1999;NW;4052
63330;с.;Руня;GAB;GAB12;GAB12-00;3;8;5;1999;N;4053
49312;с.;Рупите;BLG;BLG33;BLG33-30;3;5;2;1999;SW;4054
63344;с.;Рупките;SZR;SZR36;SZR36-10;3;7;4;1999;SE;4055
63358;с.;Рупци;VID;VID09;VID09-26;3;7;2;1999;NW;4056
63361;с.;Рупци;PVN;PVN37;PVN37-10;3;5;3;1999;NW;4057
63375;с.;Рупча;BGS;BGS18;BGS18-24;3;7;5;1999;SE;4058
63392;с.;Русалина;KRZ;KRZ35;KRZ35-36;3;8;6;1999;S;4059
63402;с.;Русалско;KRZ;KRZ02;KRZ02-19;3;8;7;1999;S;4060
63416;с.;Русаля;VTR;VTR04;VTR04-30;3;7;3;1999;N;4061
63427;гр.;Русе;RSE;RSE27;RSE27-00;1;1;1;1999;N;4062
63447;с.;Русиновци;GAB;GAB12;GAB12-00;3;8;6;1999;N;4063
63450;с.;Руска Бела;VRC;VRC27;VRC27-23;3;6;5;1999;NW;4064
63464;с.;Русковци;VTR;VTR04;VTR04-00;3;8;5;1999;N;4065
63478;с.;Русокастро;BGS;BGS08;BGS08-08;3;5;1;1999;SE;4066
63481;с.;Рустан;SML;SML16;SML16-17;3;8;7;1999;S;4067
63495;с.;Руховци;VTR;VTR13;VTR13-00;3;7;5;1999;N;4068
63505;с.;Ручей;KRZ;KRZ15;KRZ15-71;3;8;6;1999;S;4069
63519;с.;Ръжавец;PER;PER08;PER08-00;3;8;7;1999;SW;4070
63522;с.;Ръжана;SFO;SFO20;SFO20-00;3;8;7;1999;SW;4071
63542;с.;Ръждак;BLG;BLG33;BLG33-36;3;6;3;1999;SW;4072
63553;с.;Ръжево;PDV;PDV12;PDV12-11;3;7;4;1999;S;4073
63567;с.;Ръжево Конаре;PDV;PDV12;PDV12-12;3;5;3;1999;S;4074
63570;с.;Ръжена;SZR;SZR12;SZR12-13;3;5;5;1999;SE;4075
63584;с.;Ръженово;HKV;HKV18;HKV18-09;3;8;4;1999;S;4076
63598;с.;Ръжица;BGS;BGS18;BGS18-25;3;5;3;1999;SE;4077
63608;с.;Ръсово;KNL;KNL29;KNL29-00;3;8;7;1999;SW;4078
63611;с.;Рът;KRZ;KRZ08;KRZ08-12;3;8;5;1999;S;4079
63639;с.;Рътлина;TGV;TGV22;TGV22-55;3;7;5;1999;NE;4080
63690;с.;Рязковци;GAB;GAB05;GAB05-00;3;8;5;1999;N;4081
63668;с.;Ряхово;RSE;RSE33;RSE33-07;3;5;1;1999;N;4082
63673;с.;Ряховците;GAB;GAB29;GAB29-24;3;5;4;1999;N;4083
65019;с.;Сава;VAR;VAR16;VAR16-13;3;7;2;1999;NE;4084
65022;с.;Савин;RAZ;RAZ16;RAZ16-09;3;6;4;1999;N;4085
65036;с.;Савино;JAM;JAM25;JAM25-33;3;7;4;1999;SE;4086
65047;с.;Савойски;KNL;KNL29;KNL29-00;3;8;8;1999;SW;4087
65067;с.;Садина;TGV;TGV24;TGV24-29;3;6;3;1999;NE;4088
65070;с.;Садовец;PVN;PVN11;PVN11-06;3;5;3;1999;NW;4089
65084;с.;Садовик;PER;PER08;PER08-00;3;8;7;1999;SW;4090
65098;с.;Садовица;KRZ;KRZ21;KRZ21-19;3;8;5;1999;S;4091
65108;с.;Садово;BLG;BLG52;BLG52-12;3;6;6;1999;SW;4092
65111;с.;Садово;BGS;BGS23;BGS23-18;3;7;5;1999;SE;4093
65125;с.;Садово;VAR;VAR01;VAR01-11;3;7;2;1999;NE;4094
65139;гр.;Садово;PDV;PDV28;PDV28-00;1;4;3;1999;S;4095
65142;с.;Сажденик;KNL;KNL29;KNL29-00;3;8;8;1999;SW;4096
65156;с.;Сакарци;HKV;HKV32;HKV32-16;3;8;5;1999;S;4097
65162;с.;Саласука;GAB;GAB12;GAB12-00;3;8;4;1999;N;4098
65173;с.;Салаш;VID;VID01;VID01-12;3;7;6;1999;NW;4099
65187;с.;Салманово;SHU;SHU30;SHU30-18;3;6;2;1999;NE;4100
65190;с.;Самовила;KRZ;KRZ15;KRZ15-37;3;8;5;1999;S;4101
65200;с.;Самоводене;VTR;VTR04;VTR04-31;3;5;3;1999;N;4102
65214;с.;Самодива;KRZ;KRZ14;KRZ14-34;3;7;5;1999;S;4103
65228;с.;Самокитка;KRZ;KRZ14;KRZ14-35;3;8;6;1999;S;4104
65231;гр.;Самоков;SFO;SFO39;SFO39-00;1;2;7;1999;SW;4105
65245;с.;Самораново;KNL;KNL48;KNL48-13;3;5;6;1999;SW;4106
65259;с.;Самотино;VAR;VAR05;VAR05-00;3;8;3;1999;NE;4107
65262;с.;Самсиите;VTR;VTR04;VTR04-00;3;8;6;1999;N;4108
65276;с.;Самуил;RAZ;RAZ29;RAZ29-00;3;4;5;1999;N;4109
65288;с.;Самуилова крепост;BLG;BLG33;BLG33-00;3;8;3;1999;SW;4110
00374;с.;Самуилово;DOB;DOB15;DOB15-01;3;7;4;1999;NE;4111
65293;с.;Самуилово;BLG;BLG33;BLG33-37;3;6;7;1999;SW;4112
65303;с.;Самуилово;SLV;SLV20;SLV20-33;3;5;3;1999;SE;4113
65317;с.;Самуилово;SZR;SZR31;SZR31-42;3;7;3;1999;SE;4114
65320;с.;Санадиново;PVN;PVN21;PVN21-12;3;7;1;1999;NW;4115
65334;гр.;Сандански;BLG;BLG40;BLG40-00;1;2;4;1999;SW;4116
65348;с.;Сандрово;RSE;RSE27;RSE27-11;3;5;1;1999;N;4117
65351;с.;Сан-Стефано;BGS;BGS09;BGS09-00;3;8;4;1999;SE;4118
65365;гр.;Сапарева баня;KNL;KNL41;KNL41-00;1;4;7;1999;SW;4119
65379;с.;Сапарево;KNL;KNL41;KNL41-03;3;5;7;1999;SW;4120
65396;с.;Сараево;VRC;VRC28;VRC28-00;3;8;2;1999;NW;4121
65406;с.;Саранско;JAM;JAM22;JAM22-00;3;7;3;1999;SE;4122
65419;с.;Саранци;SFO;SFO10;SFO10-11;3;6;6;1999;SW;4123
65437;с.;Сарая;PAZ;PAZ19;PAZ19-23;3;5;4;1999;S;4124
65440;с.;Сатовча;BLG;BLG42;BLG42-00;3;4;7;1999;SW;4125
65454;с.;Сбор;KRZ;KRZ15;KRZ15-00;3;8;5;1999;S;4126
65468;с.;Сбор;PAZ;PAZ19;PAZ19-24;3;7;5;1999;S;4127
65485;с.;Сборино;HKV;HKV11;HKV11-16;3;8;6;1999;S;4128
65499;с.;Сборище;SLV;SLV24;SLV24-07;3;5;5;1999;SE;4129
65509;с.;Сваленик;RSE;RSE13;RSE13-12;3;5;3;1999;N;4130
65512;с.;Сватбаре;KRZ;KRZ16;KRZ16-86;3;8;4;1999;S;4131
65526;с.;Свежен;PDV;PDV07;PDV07-10;3;7;6;1999;S;4132
65534;с.;Света Петка;PAZ;PAZ08;PAZ08-14;3;5;8;1999;S;4133
11538;гр.;Свети Влас;BGS;BGS15;BGS15-02;1;4;2;1999;SE;4134
87825;с.;Свети Константин;PAZ;PAZ21;PAZ21-00;3;8;8;1999;S;4135
65543;с.;Свети Никола;DOB;DOB17;DOB17-13;3;7;2;1999;NE;4136
87816;с.;Свети Спас;SFO;SFO59;SFO59-00;3;8;8;1999;SW;4137
35016;с.;Светлен;KRZ;KRZ14;KRZ14-26;3;8;5;1999;S;4138
65557;с.;Светлен;TGV;TGV24;TGV24-30;3;6;3;1999;NE;4139
65560;с.;Светлина;BGS;BGS06;BGS06-18;3;7;2;1999;SE;4140
65574;с.;Светлина;HKV;HKV09;HKV09-00;3;8;4;1999;S;4141
65588;с.;Светлина;HKV;HKV32;HKV32-00;3;7;4;1999;S;4142
65591;с.;Светля;PER;PER22;PER22-00;3;8;6;1999;SW;4143
65601;с.;Световрачене;SOF;SOF46;SOF46-47;3;4;6;1999;SW;4144
65615;с.;Светослав;SLS;SLS15;SLS15-09;3;8;3;1999;N;4145
65629;с.;Светослав;HKV;HKV30;HKV30-22;3;7;5;1999;S;4146
65632;с.;Светославци;VTR;VTR13;VTR13-00;3;8;5;1999;N;4147
65646;с.;Светулка;KRZ;KRZ02;KRZ02-20;3;7;7;1999;S;4148
65650;с.;Свещари;RAZ;RAZ14;RAZ14-18;3;6;4;1999;N;4149
65663;с.;Свидня;SFO;SFO43;SFO43-29;3;5;7;1999;SW;4150
65677;гр.;Свиленград;HKV;HKV28;HKV28-00;1;2;2;1999;S;4151
65680;с.;Свинарски дол;GAB;GAB05;GAB05-00;3;8;6;1999;N;4152
65704;с.;Свирачи;HKV;HKV11;HKV11-20;3;6;4;1999;S;4153
65721;с.;Свирково;HKV;HKV29;HKV29-06;3;7;3;1999;S;4154
65735;с.;Свирци;GAB;GAB35;GAB35-00;3;8;6;1999;N;4155
65752;с.;Свирчово;TGV;TGV02;TGV02-00;3;8;6;1999;NE;4156
65766;гр.;Свищов;VTR;VTR28;VTR28-00;1;2;2;1999;N;4157
65783;с.;Свобода;BGS;BGS08;BGS08-09;3;6;1;1999;SE;4158
65797;с.;Свобода;KRZ;KRZ21;KRZ21-35;3;7;5;1999;S;4159
65807;с.;Свобода;PAZ;PAZ32;PAZ32-03;3;7;5;1999;S;4160
65810;с.;Свобода;SZR;SZR36;SZR36-11;3;5;4;1999;SE;4161
65824;с.;Свобода;DOB;DOB15;DOB15-53;3;7;3;1999;NE;4162
65838;с.;Свободен;SZR;SZR27;SZR27-17;3;7;3;1999;SE;4163
65841;с.;Свободиново;KRZ;KRZ35;KRZ35-21;3;7;6;1999;S;4164
65855;с.;Свободица;TGV;TGV02;TGV02-00;3;8;5;1999;NE;4165
65869;гр.;Своге;SFO;SFO43;SFO43-00;1;3;6;1999;SW;4166
65872;с.;Своде;SFO;SFO34;SFO34-00;3;8;4;1999;SW;4167
65886;с.;Севар;RAZ;RAZ16;RAZ16-10;3;5;4;1999;N;4168
65890;с.;Севдалина;KRZ;KRZ16;KRZ16-87;3;8;6;1999;S;4169
65906;с.;Северняк;DOB;DOB20;DOB20-13;3;7;3;1999;NE;4170
65913;с.;Северци;DOB;DOB20;DOB20-14;3;7;3;1999;NE;4171
65927;гр.;Севлиево;GAB;GAB29;GAB29-00;1;2;3;1999;N;4172
65930;с.;Седелец;BLG;BLG49;BLG49-00;3;8;7;1999;SW;4173
65944;с.;Седефче;KRZ;KRZ21;KRZ21-20;3;7;5;1999;S;4174
65958;с.;Седларево;SLV;SLV11;SLV11-00;3;8;5;1999;SE;4175
65961;с.;Седлари;KRZ;KRZ21;KRZ21-21;3;7;5;1999;S;4176
70771;с.;Седларци;KRZ;KRZ02;KRZ02-24;3;8;6;1999;S;4177
65975;с.;Седловина;KRZ;KRZ16;KRZ16-31;3;6;4;1999;S;4178
65989;с.;Седянковци;GAB;GAB05;GAB05-00;3;8;6;1999;N;4179
65992;с.;Сейдол;RAZ;RAZ17;RAZ17-21;3;6;5;1999;N;4180
66007;с.;Сейковци;GAB;GAB05;GAB05-00;3;8;6;1999;N;4181
66010;с.;Сеймените;VTR;VTR04;VTR04-00;3;8;6;1999;N;4182
66024;с.;Секирка;KRZ;KRZ14;KRZ14-35;3;8;6;1999;S;4183
66038;с.;Секулово;SLS;SLS10;SLS10-21;3;5;4;1999;N;4184
70723;с.;Селановци;VRC;VRC31;VRC31-06;3;5;2;1999;NW;4185
66041;с.;Селиминово;SLV;SLV20;SLV20-34;3;5;4;1999;SE;4186
66055;с.;Селище;BLG;BLG03;BLG03-20;3;7;6;1999;SW;4187
66069;с.;Селище;SML;SML31;SML31-00;3;8;8;1999;S;4188
70799;с.;Селище;GAB;GAB29;GAB29-26;3;7;5;1999;N;4189
66072;с.;Селищен дол;PER;PER32;PER32-21;3;7;7;1999;SW;4190
66086;с.;Селска поляна;HKV;HKV18;HKV18-10;3;8;5;1999;S;4191
66103;с.;Селце;SZR;SZR22;SZR22-00;3;8;7;1999;SE;4192
66113;с.;Селце;DOB;DOB17;DOB17-14;3;8;3;1999;NE;4193
66127;с.;Селци;PDV;PDV28;PDV28-10;3;7;3;1999;S;4194
66130;с.;Селча;SML;SML09;SML09-11;3;6;8;1999;S;4195
66144;с.;Селянин;SFO;SFO20;SFO20-06;3;8;7;1999;SW;4196
66158;с.;Семерджиево;RSE;RSE27;RSE27-07;3;5;3;1999;N;4197
66161;с.;Семерджиите;GAB;GAB05;GAB05-00;3;8;5;1999;N;4198
66175;с.;Семерци;TGV;TGV02;TGV02-30;3;7;5;1999;NE;4199
66189;с.;Семковци;VTR;VTR04;VTR04-00;3;8;6;1999;N;4200
66202;с.;Семчиново;PAZ;PAZ29;PAZ29-12;3;5;5;1999;S;4201
66216;с.;Сенник;GAB;GAB29;GAB29-25;3;6;5;1999;N;4202
66229;гр.;Сеново;RSE;RSE05;RSE05-08;1;5;3;1999;N;4203
66233;с.;Сеноклас;HKV;HKV18;HKV18-00;3;8;4;1999;S;4204
66247;с.;Сенокос;BLG;BLG44;BLG44-00;3;8;7;1999;SW;4205
66250;с.;Сенокос;DOB;DOB03;DOB03-14;3;6;4;1999;NE;4206
70785;с.;Сенце;KRZ;KRZ21;KRZ21-00;3;8;6;1999;S;4207
66264;гр.;Септември;PAZ;PAZ29;PAZ29-00;1;3;4;1999;S;4208
16184;с.;Септемврийци;MON;MON11;MON11-03;3;5;2;1999;NW;4209
66278;с.;Септемврийци;VID;VID16;VID16-17;3;7;2;1999;NW;4210
66281;с.;Септемврийци;DOB;DOB17;DOB17-15;3;6;2;1999;NE;4211
66295;с.;Сеслав;RAZ;RAZ16;RAZ16-11;3;6;3;1999;N;4212
66319;с.;Сестримо;PAZ;PAZ04;PAZ04-06;3;5;6;1999;S;4213
66336;с.;Сестринско;KRZ;KRZ16;KRZ16-88;3;8;5;1999;S;4214
66344;с.;Сечен камък;GAB;GAB35;GAB35-04;3;8;6;1999;N;4215
66353;с.;Сечище;SHU;SHU22;SHU22-12;3;8;5;1999;NE;4216
66398;с.;Сив кладенец;HKV;HKV11;HKV11-00;3;8;2;1999;S;4217
66370;с.;Сива река;HKV;HKV28;HKV28-11;3;7;3;1999;S;4218
66384;с.;Сивино;SML;SML31;SML31-28;3;7;8;1999;S;4219
66408;с.;Сигмен;BGS;BGS09;BGS09-22;3;7;3;1999;SE;4220
66411;с.;Силен;HKV;HKV30;HKV30-30;3;7;5;1999;S;4221
66425;гр.;Силистра;SLS;SLS31;SLS31-00;1;2;1;1999;N;4222
47278;гр.;Симеоновград;HKV;HKV29;HKV29-00;1;3;3;1999;S;4223
66439;с.;Симеоновец;PAZ;PAZ29;PAZ29-13;3;5;5;1999;S;4224
66456;с.;Симеоново;JAM;JAM25;JAM25-49;3;6;3;1999;SE;4225
66460;гр.;Симитли;BLG;BLG44;BLG44-00;1;3;4;1999;SW;4226
66473;с.;Синаговци;VID;VID09;VID09-28;3;6;2;1999;NW;4227
66487;с.;Синапово;HKV;HKV32;HKV32-13;3;6;3;1999;S;4228
66490;с.;Синдел;VAR;VAR01;VAR01-12;3;5;1;1999;NE;4229
66500;с.;Синделци;KRZ;KRZ21;KRZ21-22;3;7;5;1999;S;4230
66528;с.;Синеморец;BGS;BGS13;BGS13-12;3;6;2;1999;SE;4231
66531;с.;Сини вир;SHU;SHU18;SHU18-10;3;6;5;1999;NE;4232
70737;с.;Сини връх;PDV;PDV01;PDV01-00;3;8;8;1999;S;4233
80296;с.;Сини рид;BGS;BGS18;BGS18-34;3;7;5;1999;SE;4234
66545;с.;Синигер;KRZ;KRZ15;KRZ15-38;3;8;6;1999;S;4235
66559;с.;Синитово;PAZ;PAZ19;PAZ19-25;3;5;3;1999;S;4236
66562;с.;Синчец;KRZ;KRZ02;KRZ02-21;3;8;7;1999;S;4237
