ekatte;t_v_m;name;oblast;obstina;kmetstvo;kind;category;altitude;document;tsb;abc
29012;с.;Жабляно;PER;PER19;PER19-00;3;8;6;1999;SW;1822
29026;с.;Жабокрът;KNL;KNL29;KNL29-18;3;6;5;1999;SW;1823
29035;с.;Жегларци;DOB;DOB27;DOB27-10;3;6;4;1999;NE;1824
29043;с.;Жеглица;VID;VID09;VID09-16;3;7;3;1999;NW;1825
29060;с.;Жедна;PER;PER36;PER36-00;3;8;6;1999;SW;1826
29074;с.;Железари;HKV;HKV11;HKV11-10;3;8;5;1999;S;1827
29091;с.;Железарци;VTR;VTR31;VTR31-10;3;8;5;1999;N;1828
29101;с.;Железино;HKV;HKV11;HKV11-07;3;7;5;1999;S;1829
29115;с.;Железна;MON;MON36;MON36-09;3;7;5;1999;NW;1830
29129;с.;Железник;BGS;BGS09;BGS09-00;3;8;3;1999;SE;1831
29132;с.;Железник;KRZ;KRZ35;KRZ35-07;3;6;5;1999;S;1832
29146;с.;Железница;BLG;BLG44;BLG44-04;3;6;6;1999;SW;1833
29150;с.;Железница;SOF;SOF46;SOF46-57;3;5;8;1999;SW;1834
29163;с.;Желен;SFO;SFO43;SFO43-14;3;7;7;1999;SW;1835
29177;с.;Желъд;SHU;SHU25;SHU25-00;3;8;2;1999;NE;1836
29180;с.;Желъдово;KRZ;KRZ08;KRZ08-06;3;8;6;1999;S;1837
29194;с.;Желю войвода;SLV;SLV20;SLV20-16;3;5;3;1999;SE;1838
29204;с.;Желява;SOF;SOF46;SOF46-52;3;6;6;1999;SW;1839
29218;с.;Желязковец;RAZ;RAZ29;RAZ29-06;3;6;5;1999;N;1840
29235;с.;Желязно;PDV;PDV17;PDV17-20;3;6;3;1999;S;1841
29249;с.;Желязово;BGS;BGS08;BGS08-03;3;7;1;1999;SE;1842
29252;с.;Женда;KRZ;KRZ35;KRZ35-00;3;8;7;1999;S;1843
29266;с.;Жеравино;KNL;KNL29;KNL29-00;3;8;8;1999;SW;1844
29283;с.;Жеравна;SLV;SLV11;SLV11-06;3;6;6;1999;SE;1845
29297;с.;Жерговец;SZR;SZR37;SZR37-00;3;8;6;1999;SE;1846
29310;с.;Жернов;PVN;PVN21;PVN21-00;3;8;1;1999;NW;1847
29324;с.;Живко;GAB;GAB05;GAB05-00;3;8;6;1999;N;1848
29338;с.;Живково;SFO;SFO20;SFO20-09;3;6;6;1999;SW;1849
29341;с.;Живково;SHU;SHU11;SHU11-09;3;6;5;1999;NE;1850
29372;с.;Жижево;BLG;BLG42;BLG42-06;3;6;7;1999;SW;1851
29386;с.;Жиленци;KNL;KNL29;KNL29-19;3;5;7;1999;SW;1852
29391;с.;Жилино;SHU;SHU22;SHU22-04;3;7;4;1999;NE;1853
29407;с.;Жинзифово;KRZ;KRZ16;KRZ16-11;3;7;5;1999;S;1854
29413;с.;Житарник;KRZ;KRZ16;KRZ16-06;3;8;7;1999;S;1855
29430;с.;Житен;SOF;SOF46;SOF46-39;3;6;6;1999;SW;1856
29444;с.;Житен;DOB;DOB12;DOB12-10;3;6;3;1999;NE;1857
29458;с.;Житница;VAR;VAR24;VAR24-07;3;6;2;1999;NE;1858
29461;с.;Житница;KRZ;KRZ35;KRZ35-09;3;6;6;1999;S;1859
29475;с.;Житница;PDV;PDV12;PDV12-07;3;5;4;1999;S;1860
29489;с.;Житница;DOB;DOB15;DOB15-24;3;6;3;1999;NE;1861
29492;с.;Житосвят;BGS;BGS09;BGS09-12;3;7;3;1999;SE;1862
29622;с.;Житуша;PER;PER36;PER36-00;3;7;6;1999;SW;1863
29502;с.;Жребево;SML;SML09;SML09-05;3;8;8;1999;S;1864
29516;с.;Жребино;JAM;JAM07;JAM07-18;3;7;3;1999;SE;1865
29522;с.;Жребичко;PAZ;PAZ06;PAZ06-00;3;8;7;1999;S;1866
29533;с.;Жълт бряг;SLV;SLV24;SLV24-05;3;7;5;1999;SE;1867
29581;с.;Жълт камък;PDV;PDV01;PDV01-00;3;8;7;1999;S;1868
29547;с.;Жълтеш;GAB;GAB05;GAB05-12;3;7;6;1999;N;1869
29550;с.;Жълти бряг;HKV;HKV30;HKV30-11;3;6;3;1999;S;1870
29564;с.;Жълти рид;KRZ;KRZ08;KRZ08-05;3;8;5;1999;S;1871
29619;с.;Жълтика;KRZ;KRZ08;KRZ08-22;3;8;6;1999;S;1872
29595;с.;Жълтопоп;SZR;SZR37;SZR37-00;3;8;6;1999;SE;1873
29605;с.;Жълтуша;KRZ;KRZ02;KRZ02-10;3;5;6;1999;S;1874
30017;с.;Забел;PER;PER51;PER51-00;3;8;7;1999;SW;1875
30020;с.;Заберново;BGS;BGS12;BGS12-00;3;8;4;1999;SE;1876
30034;с.;Забърдо;SML;SML38;SML38-02;3;6;8;1999;S;1877
30048;с.;Завала;PER;PER08;PER08-00;3;8;7;1999;SW;1878
30051;с.;Завет;BGS;BGS23;BGS23-00;3;7;3;1999;SE;1879
30065;гр.;Завет;RAZ;RAZ11;RAZ11-00;1;4;4;1999;N;1880
30079;с.;Заветно;TGV;TGV24;TGV24-00;3;8;4;1999;NE;1881
30082;с.;Завидовци;SFO;SFO43;SFO43-00;3;8;7;1999;SW;1882
30096;с.;Завой;JAM;JAM25;JAM25-13;3;6;3;1999;SE;1883
30106;с.;Завоя;KRZ;KRZ14;KRZ14-15;3;6;5;1999;S;1884
30119;с.;Загоре;SZR;SZR31;SZR31-13;3;5;3;1999;SE;1885
30137;с.;Загориче;SHU;SHU18;SHU18-05;3;6;4;1999;NE;1886
30140;с.;Загорски;KRZ;KRZ14;KRZ14-16;3;8;5;1999;S;1887
30154;с.;Загорско;KRZ;KRZ21;KRZ21-09;3;7;5;1999;S;1888
30168;с.;Загорци;BGS;BGS06;BGS06-11;3;7;2;1999;SE;1889
30171;с.;Загорци;SLV;SLV16;SLV16-09;3;7;3;1999;SE;1890
30185;с.;Загорци;DOB;DOB20;DOB20-07;3;7;3;1999;NE;1891
30199;с.;Загражден;PVN;PVN08;PVN08-06;3;7;1;1999;NW;1892
30209;с.;Загражден;SML;SML02;SML02-08;3;6;8;1999;S;1893
30212;с.;Задруга;RAZ;RAZ16;RAZ16-05;3;6;3;1999;N;1894
30226;с.;Заевите;SML;SML31;SML31-00;3;8;8;1999;S;1895
30234;с.;Заимчево;BGS;BGS18;BGS18-09;3;6;4;1999;SE;1896
30243;с.;Зайчар;BGS;BGS18;BGS18-10;3;5;5;1999;SE;1897
30257;с.;Зайчари;SLV;SLV20;SLV20-00;3;8;6;1999;SE;1898
30260;с.;Зайчино;KRZ;KRZ16;KRZ16-64;3;8;6;1999;S;1899
30274;с.;Зайчино ореше;SHU;SHU22;SHU22-05;3;7;3;1999;NE;1900
30291;с.;Замфир;MON;MON24;MON24-03;3;5;2;1999;NW;1901
30301;с.;Замфирово;MON;MON02;MON02-07;3;5;4;1999;NW;1902
30329;с.;Заноге;SFO;SFO43;SFO43-00;3;8;7;1999;SW;1903
30332;с.;Зараево;TGV;TGV24;TGV24-14;3;6;5;1999;NE;1904
31406;с.;Зарица;SLS;SLS07;SLS07-25;3;6;4;1999;N;1905
30346;с.;Зарник;SLS;SLS15;SLS15-05;3;7;2;1999;N;1906
30350;с.;Заселе;SFO;SFO43;SFO43-17;3;8;7;1999;SW;1907
30363;с.;Засмяно;VAR;VAR02;VAR02-07;3;7;4;1999;NE;1908
30377;с.;Зафирово;SLS;SLS07;SLS07-06;3;5;3;1999;N;1909
30394;с.;Захари Стояново;DOB;DOB29;DOB29-00;3;8;2;1999;NE;1910
30404;с.;Захари Стояново;TGV;TGV24;TGV24-15;3;7;3;1999;NE;1911
30418;с.;Зая;GAB;GAB12;GAB12-00;3;8;4;1999;N;1912
30421;с.;Звегор;SHU;SHU11;SHU11-10;3;7;5;1999;NE;1913
30435;с.;Звезда;BGS;BGS18;BGS18-24;3;8;4;1999;SE;1914
30449;с.;Звезда;TGV;TGV24;TGV24-16;3;7;4;1999;NE;1915
30452;с.;Звездел;KRZ;KRZ21;KRZ21-10;3;6;6;1999;S;1916
30466;с.;Звезделина;KRZ;KRZ16;KRZ16-44;3;6;4;1999;S;1917
30475;с.;Звезден;KRZ;KRZ16;KRZ16-65;3;7;5;1999;S;1918
30483;с.;Звездец;BGS;BGS12;BGS12-07;3;6;5;1999;SE;1919
30497;с.;Звездица;VAR;VAR06;VAR06-07;3;5;3;1999;NE;1920
31416;с.;Звездица;TGV;TGV22;TGV22-19;3;6;5;1999;NE;1921
30507;с.;Звенимир;SLS;SLS07;SLS07-07;3;6;4;1999;N;1922
30510;с.;Зверино;VRC;VRC27;VRC27-09;3;5;4;1999;NW;1923
30524;с.;Звиница;KRZ;KRZ16;KRZ16-12;3;6;4;1999;S;1924
30538;с.;Звънарка;KRZ;KRZ15;KRZ15-18;3;6;5;1999;S;1925
30541;с.;Звънарци;RAZ;RAZ16;RAZ16-06;3;6;3;1999;N;1926
30555;с.;Звънец;VAR;VAR09;VAR09-00;3;8;4;1999;NE;1927
30569;с.;Звъника;KRZ;KRZ16;KRZ16-03;3;8;4;1999;S;1928
30572;с.;Звъничево;PAZ;PAZ19;PAZ19-11;3;5;4;1999;S;1929
30586;с.;Звънче;KRZ;KRZ16;KRZ16-66;3;8;6;1999;S;1930
30590;с.;Згалево;PVN;PVN27;PVN27-03;3;7;4;1999;NW;1931
30606;с.;Згориград;VRC;VRC10;VRC10-09;3;5;5;1999;NW;1932
30613;с.;Згурово;KNL;KNL31;KNL31-00;3;8;6;1999;SW;1933
30627;с.;Здравец;VAR;VAR01;VAR01-05;3;6;3;1999;NE;1934
30630;с.;Здравец;RAZ;RAZ29;RAZ29-07;3;7;3;1999;N;1935
30644;с.;Здравец;TGV;TGV35;TGV35-15;3;7;3;1999;NE;1936
30658;с.;Здравец;HKV;HKV09;HKV09-11;3;7;3;1999;S;1937
31423;с.;Здравец;PDV;PDV15;PDV15-00;3;8;8;1999;S;1938
30661;с.;Здравковец;GAB;GAB05;GAB05-00;3;8;6;1999;N;1939
30675;с.;Здравчец;KRZ;KRZ14;KRZ14-51;3;7;5;1999;S;1940
30689;с.;Зебил;SLS;SLS07;SLS07-08;3;6;4;1999;N;1941
30692;с.;Зелена морава;TGV;TGV22;TGV22-17;3;6;6;1999;NE;1942
30702;с.;Зелендол;BLG;BLG03;BLG03-12;3;6;5;1999;SW;1943
30716;с.;Зелениград;PER;PER51;PER51-00;3;8;7;1999;SW;1944
30721;с.;Зеленик;VTR;VTR13;VTR13-00;3;8;6;1999;N;1945
30733;с.;Зеленика;GAB;GAB35;GAB35-00;3;8;6;1999;N;1946
30747;с.;Зелениково;KRZ;KRZ16;KRZ16-67;3;6;5;1999;S;1947
30750;с.;Зелениково;PDV;PDV07;PDV07-05;3;6;5;1999;S;1948
30764;с.;Зелено дърво;GAB;GAB05;GAB05-00;3;8;7;1999;N;1949
30778;гр.;Земен;PER;PER19;PER19-00;1;4;6;1999;SW;1950
30781;с.;Земенци;DOB;DOB20;DOB20-00;3;8;3;1999;NE;1951
30795;с.;Землен;SZR;SZR27;SZR27-00;3;7;3;1999;SE;1952
30805;с.;Зетьово;BGS;BGS01;BGS01-02;3;6;5;1999;SE;1953
30819;с.;Зетьово;SZR;SZR36;SZR36-05;3;5;3;1999;SE;1954
30822;с.;Зидарово;BGS;BGS21;BGS21-05;3;6;1;1999;SE;1955
30836;с.;Зидарци;PER;PER32;PER32-00;3;8;7;1999;SW;1956
30847;с.;Зимевица;SFO;SFO43;SFO43-18;3;7;8;1999;SW;1957
30853;с.;Зимен;BGS;BGS09;BGS09-13;3;7;4;1999;SE;1958
30867;с.;Зимзелен;KRZ;KRZ16;KRZ16-68;3;7;5;1999;S;1959
30870;с.;Зимница;SZR;SZR22;SZR22-08;3;6;4;1999;SE;1960
30884;с.;Зимница;DOB;DOB20;DOB20-06;3;8;3;1999;NE;1961
30898;с.;Зимница;JAM;JAM22;JAM22-07;3;5;3;1999;SE;1962
30908;с.;Зимовина;HKV;HKV30;HKV30-18;3;7;5;1999;S;1963
30911;с.;Зиморница;KRZ;KRZ15;KRZ15-10;3;8;5;1999;S;1964
30942;с.;Златар;SHU;SHU23;SHU23-02;3;6;3;1999;NE;1965
30956;с.;Златари;JAM;JAM25;JAM25-14;3;7;3;1999;SE;1966
14521;с.;Златарица;BLG;BLG02;BLG02-00;3;8;7;1999;SW;1967
30962;гр.;Златарица;VTR;VTR14;VTR14-00;1;5;2;1999;N;1968
30973;с.;Златевци;GAB;GAB05;GAB05-00;3;8;5;1999;N;1969
30990;с.;Злати войвода;SLV;SLV20;SLV20-18;3;6;4;1999;SE;1970
31005;с.;Златина;VAR;VAR24;VAR24-08;3;7;1;1999;NE;1971
31019;с.;Златиница;JAM;JAM03;JAM03-00;3;8;3;1999;SE;1972
31022;с.;Златирът;SZR;SZR37;SZR37-00;3;8;6;1999;SE;1973
31036;с.;Златитрап;PDV;PDV26;PDV26-09;3;5;3;1999;S;1974
31044;гр.;Златица;SFO;SFO47;SFO47-00;1;3;6;1999;SW;1975
31053;с.;Златия;MON;MON11;MON11-06;3;5;2;1999;NW;1976
31067;с.;Златия;DOB;DOB15;DOB15-00;3;8;4;1999;NE;1977
31070;с.;Златна ливада;SZR;SZR36;SZR36-00;3;8;3;1999;SE;1978
31084;с.;Златна нива;SHU;SHU19;SHU19-02;3;6;4;1999;NE;1979
31098;с.;Златна Панега;LOV;LOV38;LOV38-06;3;5;4;1999;NW;1980
31108;с.;Златовръх;PDV;PDV01;PDV01-07;3;6;4;1999;S;1981
31111;гр.;Златоград;SML;SML11;SML11-00;1;3;5;1999;S;1982
31125;с.;Златоклас;SLS;SLS10;SLS10-07;3;6;3;1999;N;1983
31139;с.;Златолист;BLG;BLG40;BLG40-00;3;8;5;1999;SW;1984
31142;с.;Златолист;KRZ;KRZ15;KRZ15-54;3;8;4;1999;S;1985
31156;с.;Златополе;HKV;HKV09;HKV09-12;3;6;2;1999;S;1986
31160;с.;Златосел;PDV;PDV07;PDV07-06;3;7;5;1999;S;1987
31173;с.;Златоустово;HKV;HKV18;HKV18-07;3;8;5;1999;S;1988
31187;с.;Златуша;SFO;SFO06;SFO06-00;3;8;6;1999;SW;1989
31190;с.;Злидол;VRC;VRC27;VRC27-10;3;8;5;1999;NW;1990
31200;с.;Злогош;KNL;KNL50;KNL50-00;3;8;7;1999;SW;1991
31214;с.;Злокучене;PAZ;PAZ29;PAZ29-08;3;6;4;1999;S;1992
31228;с.;Злокучене;SFO;SFO39;SFO39-11;3;7;7;1999;SW;1993
31245;с.;Змеево;DOB;DOB03;DOB03-06;3;7;4;1999;NE;1994
31259;с.;Змеица;SML;SML10;SML10-03;3;5;8;1999;S;1995
31262;с.;Змейно;TGV;TGV22;TGV22-49;3;7;6;1999;NE;1996
31276;с.;Змейово;SZR;SZR31;SZR31-14;3;5;5;1999;SE;1997
31285;с.;Змиево;SML;SML31;SML31-00;3;8;8;1999;S;1998
31293;с.;Знаменосец;SZR;SZR27;SZR27-08;3;6;3;1999;SE;1999
31303;с.;Зограф;DOB;DOB12;DOB12-00;3;8;4;1999;NE;2000
31317;с.;Зойчене;BLG;BLG33;BLG33-00;3;8;7;1999;SW;2001
20910;с.;Зорница;BLG;BLG40;BLG40-00;3;8;4;1999;SW;2002
31334;с.;Зорница;VAR;VAR02;VAR02-00;3;7;5;1999;NE;2003
31348;с.;Зорница;KRZ;KRZ16;KRZ16-41;3;8;4;1999;S;2004
31351;с.;Зорница;SML;SML38;SML38-00;3;8;8;1999;S;2005
31365;с.;Зорница;HKV;HKV34;HKV34-13;3;7;5;1999;S;2006
31379;с.;Зорница;BGS;BGS06;BGS06-24;3;7;3;1999;SE;2007
31396;с.;Зърнево;DOB;DOB27;DOB27-11;3;6;4;1999;NE;2008
32010;с.;Ивайло;PAZ;PAZ19;PAZ19-12;3;4;4;1999;S;2009
32024;гр.;Ивайловград;HKV;HKV11;HKV11-00;1;3;4;1999;S;2010
32038;с.;Иван Вазово;PDV;PDV12;PDV12-15;3;7;4;1999;S;2011
32041;с.;Иван Димов;GAB;GAB35;GAB35-00;3;8;5;1999;N;2012
32192;с.;Иван Шишманово;RAZ;RAZ11;RAZ11-03;3;7;3;1999;N;2013
32055;с.;Иванивановци;VTR;VTR13;VTR13-01;3;8;5;1999;N;2014
32069;с.;Иванили;GAB;GAB05;GAB05-00;3;8;5;1999;N;2015
32072;с.;Иванковци;GAB;GAB05;GAB05-09;3;8;5;1999;N;2016
32086;с.;Иваново;BLG;BLG33;BLG33-00;3;8;7;1999;SW;2017
32095;с.;Иваново;RSE;RSE13;RSE13-00;3;5;1;1999;N;2018
32100;с.;Иваново;HKV;HKV33;HKV33-08;3;7;3;1999;S;2019
32113;с.;Иваново;SHU;SHU10;SHU10-03;3;7;4;1999;NE;2020
32929;с.;Иваново;SML;SML27;SML27-00;3;8;7;1999;S;2021
32127;с.;Ивановци;VTR;VTR04;VTR04-00;3;8;6;1999;N;2022
32130;с.;Ивановци;VID;VID09;VID09-00;3;8;3;1999;NW;2023
32144;с.;Ивановци;KNL;KNL29;KNL29-00;3;8;8;1999;SW;2024
32158;с.;Ивански;SHU;SHU30;SHU30-08;3;5;3;1999;NE;2025
32161;с.;Иванци;KRZ;KRZ16;KRZ16-69;3;7;5;1999;S;2026
32175;с.;Иванча;VTR;VTR26;VTR26-04;3;7;2;1999;N;2027
32189;с.;Иванча;TGV;TGV24;TGV24-00;3;8;5;1999;NE;2028
32216;с.;Иваняне;SOF;SOF46;SOF46-63;3;5;6;1999;SW;2029
32226;с.;Иганово;PDV;PDV13;PDV13-10;3;6;5;1999;S;2030
32233;с.;Иглика;GAB;GAB05;GAB05-00;3;8;6;1999;N;2031
32250;с.;Иглика;SHU;SHU11;SHU11-11;3;7;5;1999;NE;2032
32264;с.;Иглика;JAM;JAM03;JAM03-00;3;8;4;1999;SE;2033
32278;гр.;Игнатиево;VAR;VAR02;VAR02-09;1;4;2;1999;NE;2034
32281;с.;Игнатица;VRC;VRC27;VRC27-11;3;6;5;1999;NW;2035
32295;с.;Игнатово;MON;MON11;MON11-07;3;7;2;1999;NW;2036
32305;с.;Игнатовци;VTR;VTR13;VTR13-00;3;8;7;1999;N;2037
32319;с.;Игнатовци;GAB;GAB12;GAB12-00;3;8;6;1999;N;2038
32322;с.;Игралище;BLG;BLG49;BLG49-06;3;7;7;1999;SW;2039
32336;с.;Идилево;GAB;GAB29;GAB29-13;3;7;5;1999;N;2040
32341;с.;Избеглии;PDV;PDV01;PDV01-08;3;6;3;1999;S;2041
32353;с.;Избул;SHU;SHU22;SHU22-06;3;7;4;1999;NE;2042
32367;с.;Извор;BGS;BGS04;BGS04-15;3;6;1;1999;SE;2043
32370;с.;Извор;VID;VID16;VID16-09;3;7;4;1999;NW;2044
32384;с.;Извор;PER;PER36;PER36-14;3;6;6;1999;SW;2045
32408;с.;Извор;PDV;PDV26;PDV26-00;3;8;6;1999;S;2046
32411;с.;Извор;SFO;SFO45;SFO45-00;3;7;6;1999;SW;2047
32439;с.;Извор махала;VID;VID22;VID22-00;3;8;5;1999;NW;2048
32425;с.;Изворище;BGS;BGS04;BGS04-07;3;7;3;1999;SE;2049
32442;с.;Изворник;VAR;VAR09;VAR09-09;3;7;4;1999;NE;2050
32456;с.;Изворово;SZR;SZR36;SZR36-00;3;7;4;1999;SE;2051
32467;с.;Изворово;DOB;DOB12;DOB12-12;3;7;3;1999;NE;2052
32473;с.;Изворово;TGV;TGV02;TGV02-14;3;6;5;1999;NE;2053
32487;с.;Изворово;HKV;HKV33;HKV33-09;3;7;4;1999;S;2054
32490;с.;Изворско;VAR;VAR02;VAR02-10;3;6;5;1999;NE;2055
32500;с.;Изворче;LOV;LOV18;LOV18-00;3;8;5;1999;NW;2056
00134;с.;Изгрев;BLG;BLG03;BLG03-01;3;5;7;1999;SW;2057
32514;с.;Изгрев;BGS;BGS13;BGS13-00;3;8;3;1999;SE;2058
32528;с.;Изгрев;VAR;VAR26;VAR26-00;3;7;5;1999;NE;2059
32531;с.;Изгрев;PVN;PVN16;PVN16-07;3;7;2;1999;NW;2060
32545;с.;Изгрев;SLV;SLV20;SLV20-19;3;8;6;1999;SE;2061
32559;с.;Изгрев;SML;SML18;SML18-06;3;7;7;1999;S;2062
32562;с.;Изгрев;SHU;SHU07;SHU07-07;3;6;5;1999;NE;2063
32576;с.;Изгрев;JAM;JAM07;JAM07-08;3;6;3;1999;SE;2064
32582;с.;Източник;GAB;GAB05;GAB05-00;3;8;6;1999;N;2065
32593;с.;Илаков рът;VTR;VTR13;VTR13-07;3;8;5;1999;N;2066
32617;с.;Илевци;VTR;VTR04;VTR04-00;3;8;5;1999;N;2067
32620;с.;Илийно;TGV;TGV22;TGV22-20;3;7;6;1999;NE;2068
32634;с.;Илийско;KRZ;KRZ08;KRZ08-24;3;8;5;1999;S;2069
32648;с.;Илинден;BLG;BLG52;BLG52-00;3;8;6;1999;SW;2070
32651;с.;Илинден;SFO;SFO56;SFO56-00;3;8;7;1999;SW;2071
32665;с.;Илинденци;BLG;BLG49;BLG49-07;3;6;7;1999;SW;2072
32679;с.;Илиница;KRZ;KRZ16;KRZ16-00;3;8;6;1999;S;2073
32682;с.;Илиювци;VTR;VTR13;VTR13-00;3;8;5;1999;N;2074
32696;с.;Илия;KNL;KNL31;KNL31-00;3;8;7;1999;SW;2075
32706;с.;Илия Блъсково;SHU;SHU30;SHU30-09;3;6;3;1999;NE;2076
32723;с.;Имренчево;SHU;SHU23;SHU23-03;3;7;4;1999;NE;2077
32737;с.;Индже войвода;BGS;BGS21;BGS21-07;3;7;4;1999;SE;2078
32754;с.;Иново;VID;VID09;VID09-18;3;6;1;1999;NW;2079
32768;с.;Иречек;DOB;DOB17;DOB17-00;3;8;3;1999;NE;2080
32771;с.;Иречеково;JAM;JAM22;JAM22-09;3;7;4;1999;SE;2081
32785;с.;Иринеци;GAB;GAB35;GAB35-00;3;8;6;1999;N;2082
32799;с.;Ирник;SLS;SLS32;SLS32-03;3;8;3;1999;N;2083
32809;с.;Искра;BGS;BGS09;BGS09-14;3;7;3;1999;SE;2084
32812;с.;Искра;GAB;GAB12;GAB12-02;3;8;5;1999;N;2085
32826;с.;Искра;PDV;PDV23;PDV23-11;3;5;4;1999;S;2086
32839;с.;Искра;SLS;SLS32;SLS32-05;3;5;3;1999;N;2087
32946;с.;Искра;KRZ;KRZ02;KRZ02-37;3;8;6;1999;S;2088
32843;с.;Искрец;SFO;SFO43;SFO43-19;3;5;6;1999;SW;2089
32857;с.;Искрица;SZR;SZR07;SZR07-04;3;7;3;1999;SE;2090
14888;с.;Искър;PVN;PVN08;PVN08-03;3;7;2;1999;NW;2091
32860;с.;Искър;VAR;VAR09;VAR09-00;3;8;4;1999;NE;2092
55782;гр.;Искър;PVN;PVN23;PVN23-00;1;4;4;1999;NW;2093
32874;гр.;Исперих;RAZ;RAZ14;RAZ14-00;1;3;4;1999;N;2094
32888;с.;Исперихово;PAZ;PAZ06;PAZ06-03;3;5;4;1999;S;2095
32891;с.;Исьовци;SML;SML31;SML31-18;3;8;7;1999;S;2096
32901;гр.;Ихтиман;SFO;SFO20;SFO20-00;1;3;6;1999;SW;2097
32915;с.;Ичера;SLV;SLV20;SLV20-20;3;7;5;1999;SE;2098
34014;с.;Йерусалимово;HKV;HKV17;HKV17-04;3;7;3;1999;S;2099
34028;с.;Йоаким Груево;PDV;PDV41;PDV41-01;3;4;3;1999;S;2100
34045;с.;Йовково;DOB;DOB12;DOB12-13;3;7;3;1999;NE;2101
34062;с.;Йововци;GAB;GAB35;GAB35-04;3;8;6;1999;N;2102
34076;с.;Йовчевци;VTR;VTR04;VTR04-09;3;8;6;1999;N;2103
34093;с.;Йоглав;LOV;LOV18;LOV18-14;3;7;3;1999;NW;2104
34103;с.;Йонково;RAZ;RAZ14;RAZ14-09;3;6;4;1999;N;2105
34117;с.;Йончово;KRZ;KRZ35;KRZ35-10;3;7;6;1999;S;2106
34134;с.;Йорданово;SLS;SLS31;SLS31-08;3;7;2;1999;N;2107
37945;с.;Кокорово;SML;SML31;SML31-00;3;8;8;1999;S;2108
35028;с.;Кабиле;JAM;JAM25;JAM25-16;3;5;3;1999;SE;2109
35033;гр.;Каблешково;BGS;BGS17;BGS17-09;1;4;3;1999;SE;2110
35047;с.;Каблешково;KRZ;KRZ35;KRZ35-31;3;6;5;1999;S;2111
35050;с.;Каблешково;DOB;DOB27;DOB27-12;3;6;4;1999;NE;2112
35064;гр.;Каварна;DOB;DOB17;DOB17-00;1;3;3;1999;NE;2113
35078;с.;Кавлак;VTR;VTR31;VTR31-00;3;8;5;1999;N;2114
35081;с.;Кавракирово;BLG;BLG33;BLG33-16;3;5;3;1999;SW;2115
35095;с.;Кадиево;PDV;PDV26;PDV26-12;3;5;3;1999;S;2116
35119;с.;Кадровица;KNL;KNL31;KNL31-00;3;8;7;1999;SW;2117
35143;с.;Казак;HKV;HKV11;HKV11-04;3;8;5;1999;S;2118
35153;с.;Казанка;SZR;SZR31;SZR31-00;3;8;5;1999;SE;2119
35167;гр.;Казанлък;SZR;SZR12;SZR12-00;1;2;5;1999;SE;2120
35184;с.;Казаците;KRZ;KRZ08;KRZ08-25;3;8;5;1999;S;2121
35198;с.;Казачево;LOV;LOV18;LOV18-15;3;7;4;1999;NW;2122
35208;с.;Казашка река;VAR;VAR01;VAR01-06;3;7;1;1999;NE;2123
35211;с.;Казашко;VAR;VAR06;VAR06-08;3;5;1;1999;NE;2124
35225;с.;Казимир;SLS;SLS31;SLS31-00;3;7;3;1999;N;2125
35239;с.;Казичене;SOF;SOF46;SOF46-58;3;4;6;1999;SW;2126
35242;с.;Кайнарджа;SLS;SLS15;SLS15-00;3;5;2;1999;N;2127
35269;с.;Калайджиево;KRZ;KRZ15;KRZ15-38;3;8;6;1999;S;2128
35273;с.;Калайджии;VTR;VTR14;VTR14-04;3;7;6;1999;N;2129
35290;с.;Калейца;LOV;LOV34;LOV34-13;3;6;5;1999;NW;2130
35300;с.;Калековец;PDV;PDV17;PDV17-07;3;4;3;1999;S;2131
35314;с.;Кален;VRC;VRC27;VRC27-00;3;8;6;1999;NW;2132
35328;с.;Каленик;VID;VID09;VID09-34;3;7;4;1999;NW;2133
35331;с.;Каленик;LOV;LOV36;LOV36-03;3;7;5;1999;NW;2134
35345;с.;Каленовци;SFO;SFO09;SFO09-00;3;8;6;1999;SW;2135
35362;с.;Калиманци;BLG;BLG40;BLG40-13;3;7;4;1999;SW;2136
35376;с.;Калиманци;VAR;VAR26;VAR26-03;3;6;5;1999;NE;2137
35384;с.;Калина;VID;VID06;VID06-00;3;8;2;1999;NW;2138
35393;с.;Калина;DOB;DOB12;DOB12-00;3;8;3;1999;NE;2139
35403;с.;Калинка;KRZ;KRZ16;KRZ16-70;3;7;5;1999;S;2140
35417;с.;Калино;SHU;SHU11;SHU11-12;3;7;5;1999;NE;2141
41143;с.;Калипетрово;SLS;SLS31;SLS31-10;3;4;1;1999;N;2142
35420;с.;Калитиново;SZR;SZR31;SZR31-16;3;6;3;1999;SE;2143
35434;с.;Калище;PER;PER22;PER22-01;3;6;6;1999;SW;2144
35448;с.;Калнище;TGV;TGV02;TGV02-00;3;8;6;1999;NE;2145
35451;с.;Калово;BGS;BGS12;BGS12-00;3;8;4;1999;SE;2146
35465;с.;Каломен;GAB;GAB12;GAB12-00;3;8;5;1999;N;2147
35479;с.;Калотина;SFO;SFO16;SFO16-08;3;6;6;1999;SW;2148
35482;с.;Калотинци;PER;PER19;PER19-00;3;8;6;1999;SW;2149
35496;гр.;Калофер;PDV;PDV13;PDV13-11;1;4;6;1999;S;2150
35506;с.;Калоян;VAR;VAR09;VAR09-11;3;7;4;1999;NE;2151
35515;с.;Калояновец;SZR;SZR31;SZR31-17;3;5;3;1999;SE;2152
